index,GID_LON,GID_LAT,T2000_01,T2001_01,T2002_01,T2003_01,T2004_01,T2005_01,T2006_01,T2007_01,T2008_01,T2009_01,T2010_01,T2011_01,T2012_01,T2013_01,T2014_01
28301,96.25,2.356020942408378,27.8432,27.57425,27.950745,28.035522,27.967651,28.020386,27.928894,27.865082,27.806396,27.946045,28.154144,28.189331,28.17752,28.149353,27.980774
28564,65.0,3.2984293193717207,27.734558,27.899353,28.253967,28.078186,28.2323,28.307068,28.341614,28.155884,28.231812,28.256653,28.293732,28.254395,28.244904,28.388092,28.39093
28565,66.25,3.2984293193717207,27.757416,27.901672,28.254883,28.089783,28.245148,28.32193,28.344208,28.16568,28.24002,28.26529,28.312408,28.271118,28.264801,28.39087,28.395813
28566,67.5,3.2984293193717207,27.782227,27.902954,28.255035,28.097992,28.254211,28.329773,28.343872,28.174622,28.246033,28.270203,28.324524,28.278961,28.281708,28.388489,28.399536
28567,68.75,3.2984293193717207,27.800598,27.895325,28.251343,28.107178,28.254608,28.325714,28.3443,28.17511,28.250977,28.277588,28.32904,28.283417,28.295227,28.381134,28.402618
28568,70.0,3.2984293193717207,27.813599,27.885925,28.248474,28.114807,28.25238,28.320587,28.33731,28.167847,28.253967,28.28247,28.33548,28.282898,28.301819,28.379791,28.411865
28569,71.25,3.2984293193717207,27.821167,27.874084,28.244934,28.125366,28.250854,28.314148,28.328064,28.15689,28.25409,28.284729,28.344208,28.282837,28.306946,28.380249,28.414825
28570,72.5,3.2984293193717207,27.82898,27.859314,28.242218,28.136414,28.243896,28.305481,28.321564,28.144379,28.256165,28.29004,28.353577,28.279846,28.308838,28.380432,28.410309
28571,73.75,3.2984293193717207,27.83731,27.844025,28.23816,28.14212,28.230377,28.293488,28.315735,28.136139,28.256744,28.296387,28.359741,28.276276,28.307068,28.379791,28.398865
28572,75.0,3.2984293193717207,27.845825,27.824188,28.226532,28.138489,28.213043,28.280182,28.308044,28.130646,28.249786,28.299988,28.358093,28.275024,28.305298,28.375397,28.384918
28573,76.25,3.2984293193717207,27.853546,27.803467,28.209473,28.131622,28.196655,28.2677,28.300812,28.121857,28.23346,28.299011,28.348755,28.272217,28.302063,28.368195,28.37381
28574,77.5,3.2984293193717207,27.860413,27.784668,28.189331,28.118103,28.18164,28.256165,28.293823,28.108154,28.216461,28.292389,28.336365,28.268768,28.29126,28.3573,28.36261
28575,78.75,3.2984293193717207,27.869812,27.75653,28.170746,28.09845,28.16095,28.230652,28.281616,28.081207,28.198914,28.28247,28.319153,28.26538,28.277344,28.345276,28.346436
